idx,_id,file,lineNumber,_label,code,P
0,0,app/main.c,2,BLOCK,#include <stdio.h>,0.4212380051612854
1,1,app/main.c,3,BLOCK,#include <stdlib.h>,0.4979674220085144
2,2,app/main.c,4,BLOCK,#include <string.h>,0.4798089861869812
3,3,app/main.c,6,BLOCK,char* stage_clean(char* in);,0.5433996319770813
4,4,app/main.c,7,BLOCK,char* stage_route(char* in);,0.49411800503730774
5,5,app/main.c,8,BLOCK,void stage_execute(char* cmd);,0.5416128039360046
6,6,app/main.c,10,BLOCK,"int main(int argc, char** argv) {",0.5652473568916321
7,7,app/main.c,11,BLOCK,char buf[256];,0.438915491104126
8,8,app/main.c,12,BLOCK,size_t n;,0.45881494879722595
9,9,app/main.c,14,CALL,"memset(buf, 0, sizeof(buf));",0.4884328842163086
10,10,app/main.c,15,CALL,"if (fgets(buf, sizeof(buf), stdin) == NULL) {",0.4611619710922241
11,11,app/main.c,16,BLOCK,return 0;,0.45800936222076416
12,12,app/main.c,17,BLOCK,},0.4461697041988373
13,13,app/main.c,19,BLOCK,n = strlen(buf);,0.5196774005889893
14,14,app/main.c,20,CALL,if (n > 0 && (buf[n - 1] == '\n' || buf[n - 1] == '\r')) {,0.4241967499256134
15,15,app/main.c,21,BLOCK,buf[n - 1] = '\0';,0.3959111273288727
16,16,app/main.c,22,BLOCK,},0.4522714614868164
17,17,app/main.c,24,BLOCK,char* s1 = stage_clean(buf);,0.5212461948394775
18,18,app/main.c,25,BLOCK,char* s2 = stage_route(s1);,0.47558969259262085
19,19,app/main.c,26,CALL,stage_execute(s2);,0.4689429998397827
20,20,app/main.c,27,BLOCK,return 0;,0.4889884293079376
21,21,app/main.c,28,BLOCK,},0.4352719485759735
22,22,lib/process.c,2,BLOCK,#include <stdio.h>,0.4227866530418396
23,23,lib/process.c,3,BLOCK,#include <stdlib.h>,0.5114544034004211
24,24,lib/process.c,4,BLOCK,#include <string.h>,0.5313162207603455
25,25,lib/process.c,6,BLOCK,static char clean_buf1[256];,0.514488697052002
26,26,lib/process.c,7,BLOCK,static char clean_buf2[256];,0.4922246038913727
