idx,_id,file,lineNumber,_label,code,P
0,0,app/main.c,2,BLOCK,#include <stdio.h>,0.49422696232795715
1,1,app/main.c,3,BLOCK,#include <stdlib.h>,0.41768431663513184
2,2,app/main.c,4,BLOCK,#include <string.h>,0.4419228732585907
3,3,app/main.c,6,BLOCK,char* stage_clean(char* in);,0.41181686520576477
4,4,app/main.c,7,BLOCK,char* stage_route(char* in);,0.4518166184425354
5,5,app/main.c,8,BLOCK,void stage_execute(char* cmd);,0.4529170095920563
6,6,app/main.c,10,BLOCK,"int main(int argc, char** argv) {",0.4577123522758484
7,7,app/main.c,11,BLOCK,char buf[256];,0.4405381679534912
8,8,app/main.c,12,BLOCK,size_t n;,0.4961189925670624
9,9,app/main.c,14,CALL,"memset(buf, 0, sizeof(buf));",0.450944185256958
10,10,app/main.c,15,CALL,"if (fgets(buf, sizeof(buf), stdin) == NULL) {",0.4754124581813812
11,11,app/main.c,16,BLOCK,return 0;,0.46968406438827515
12,12,app/main.c,17,BLOCK,},0.5282316207885742
13,13,app/main.c,19,BLOCK,n = strlen(buf);,0.471731036901474
14,14,app/main.c,20,CALL,if (n > 0 && (buf[n - 1] == '\n' || buf[n - 1] == '\r')) {,0.395266056060791
15,15,app/main.c,21,BLOCK,buf[n - 1] = '\0';,0.4304390847682953
16,16,app/main.c,22,BLOCK,},0.5005663633346558
17,17,app/main.c,24,BLOCK,char* s1 = stage_clean(buf);,0.5172522664070129
18,18,app/main.c,25,BLOCK,char* s2 = stage_route(s1);,0.5406631231307983
19,19,app/main.c,26,CALL,stage_execute(s2);,0.4704703688621521
20,20,app/main.c,27,BLOCK,return 0;,0.4819682836532593
21,21,app/main.c,28,BLOCK,},0.5023407340049744
22,22,lib/process.c,2,BLOCK,#include <stdio.h>,0.48234131932258606
23,23,lib/process.c,3,BLOCK,#include <stdlib.h>,0.45678892731666565
24,24,lib/process.c,4,BLOCK,#include <string.h>,0.44420433044433594
25,25,lib/process.c,6,BLOCK,static char clean_buf1[256];,0.42487475275993347
26,26,lib/process.c,7,BLOCK,static char clean_buf2[256];,0.42187052965164185
27,27,lib/process.c,8,BLOCK,static char clean_buf3[256];,0.4608311057090759
28,28,lib/process.c,10,BLOCK,static char* remove_control_chars(char* in) {,0.4503125250339508
29,29,lib/process.c,11,BLOCK,size_t i = 0;,0.5857946872711182
30,30,lib/process.c,12,BLOCK,size_t j = 0;,0.528207540512085
31,31,lib/process.c,13,CALL,while (in[i] != '\0' && j < sizeof(clean_buf1) - 1) {,0.4567711651325226
32,32,lib/process.c,14,BLOCK,unsigned char c = (unsigned char)in[i];,0.5285247564315796
33,33,lib/process.c,15,CALL,if (c >= 32 || c == '\t') {,0.47749385237693787
34,34,lib/process.c,16,BLOCK,clean_buf1[j] = in[i];,0.47565630078315735
35,35,lib/process.c,17,BLOCK,j++;,0.4856192469596863
36,36,lib/process.c,18,BLOCK,},0.49489495158195496
37,37,lib/process.c,19,BLOCK,i++;,0.5526726245880127
38,38,lib/process.c,20,BLOCK,},0.5558282136917114
39,39,lib/process.c,21,BLOCK,clean_buf1[j] = '\0';,0.5628041625022888
40,40,lib/process.c,22,BLOCK,return clean_buf1;,0.502677321434021
41,41,lib/process.c,23,BLOCK,},0.4940319359302521
42,42,lib/process.c,25,BLOCK,static char* shorten_if_too_long(char* in) {,0.4782111644744873
43,43,lib/process.c,26,BLOCK,size_t len = strlen(in);,0.5030204057693481
44,44,lib/process.c,27,CALL,if (len >= sizeof(clean_buf2)) {,0.39598238468170166
