idx,_id,file,lineNumber,_label,code,P
0,0,app/main4.c,2,BLOCK,#include <stdio.h>,0.5450564622879028
1,1,app/main4.c,3,BLOCK,#include <stdlib.h>,0.5289397239685059
2,2,app/main4.c,4,BLOCK,#include <string.h>,0.4772520661354065
3,3,app/main4.c,6,BLOCK,char* stage_clean(char* in);,0.41119393706321716
4,4,app/main4.c,7,BLOCK,char* stage_route(char* in);,0.46900978684425354
5,5,app/main4.c,8,BLOCK,void stage_execute(char* cmd);,0.46577295660972595
6,6,app/main4.c,10,BLOCK,"int main(int argc, char** argv) {",0.41956037282943726
7,7,app/main4.c,11,BLOCK,char buf[256];,0.42954814434051514
8,8,app/main4.c,12,BLOCK,size_t n;,0.5131320357322693
9,9,app/main4.c,14,CALL,"memset(buf, 0, sizeof(buf));",0.3819259703159332
10,10,app/main4.c,15,CALL,"if (fgets(buf, sizeof(buf), stdin) == NULL) {",0.4414087235927582
11,11,app/main4.c,16,BLOCK,return 0;,0.46865585446357727
12,12,app/main4.c,17,BLOCK,},0.46194973587989807
13,13,app/main4.c,19,BLOCK,n = strlen(buf);,0.4378076493740082
14,14,app/main4.c,20,CALL,if (n > 0 && (buf[n - 1] == '\n' || buf[n - 1] == '\r')) {,0.38673555850982666
15,15,app/main4.c,21,BLOCK,buf[n - 1] = '\0';,0.525036096572876
16,16,app/main4.c,22,BLOCK,},0.42584389448165894
17,17,app/main4.c,24,BLOCK,char* s1 = stage_clean(buf);,0.3252137005329132
18,18,app/main4.c,25,BLOCK,char* s2 = stage_route(s1);,0.4223373532295227
19,19,app/main4.c,26,CALL,stage_execute(s2);,0.35189905762672424
20,20,app/main4.c,27,BLOCK,return 0;,0.4017864167690277
21,21,app/main4.c,28,BLOCK,},0.4892769753932953
22,22,lib/process4.c,2,BLOCK,#include <stdio.h>,0.5347282886505127
23,23,lib/process4.c,3,BLOCK,#include <stdlib.h>,0.49771901965141296
24,24,lib/process4.c,4,BLOCK,#include <string.h>,0.4809890687465668
25,25,lib/process4.c,6,BLOCK,static char clean_buf1[256];,0.45091402530670166
26,26,lib/process4.c,7,BLOCK,static char clean_buf2[256];,0.48598143458366394
27,27,lib/process4.c,8,BLOCK,static char clean_buf3[256];,0.49118128418922424
28,28,lib/process4.c,10,BLOCK,static char* remove_control_chars(char* in) {,0.3667363226413727
29,29,lib/process4.c,11,BLOCK,size_t i = 0;,0.43423211574554443
30,30,lib/process4.c,12,BLOCK,size_t j = 0;,0.4499090313911438
31,31,lib/process4.c,13,CALL,while (in[i] != '\0' && j < sizeof(clean_buf1) - 1) {,0.42370957136154175
32,32,lib/process4.c,14,BLOCK,unsigned char c = (unsigned char)in[i];,0.45669233798980713
33,33,lib/process4.c,15,CALL,if (c >= 32 || c == '\t') {,0.44169315695762634
34,34,lib/process4.c,16,BLOCK,clean_buf1[j] = in[i];,0.4702010154724121
35,35,lib/process4.c,17,BLOCK,j++;,0.4669749438762665
36,36,lib/process4.c,18,BLOCK,},0.434990257024765
37,37,lib/process4.c,19,BLOCK,i++;,0.49169859290122986
38,38,lib/process4.c,20,BLOCK,},0.4005758464336395
39,39,lib/process4.c,21,BLOCK,clean_buf1[j] = '\0';,0.5216565728187561
40,40,lib/process4.c,22,BLOCK,return clean_buf1;,0.44050225615501404
41,41,lib/process4.c,23,BLOCK,},0.5324776768684387
42,42,lib/process4.c,25,BLOCK,static char* shorten_if_too_long(char* in) {,0.3583066463470459
43,43,lib/process4.c,26,BLOCK,size_t len = strlen(in);,0.392281174659729
44,44,lib/process4.c,27,CALL,if (len >= sizeof(clean_buf2)) {,0.39931127429008484
45,45,lib/process4.c,28,BLOCK,len = sizeof(clean_buf2) - 1;,0.533614456653595
46,46,lib/process4.c,29,BLOCK,},0.5094261765480042
47,47,lib/process4.c,30,CALL,"memcpy(clean_buf2, in, len);",0.4121001958847046
48,48,lib/process4.c,31,BLOCK,clean_buf2[len] = '\0';,0.5234642624855042
49,49,lib/process4.c,32,BLOCK,return clean_buf2;,0.3833182156085968
50,50,lib/process4.c,33,BLOCK,},0.5243611335754395
51,51,lib/process4.c,35,BLOCK,static char* normalize_case(char* in) {,0.3948906362056732
52,52,lib/process4.c,36,BLOCK,size_t i = 0;,0.4265511631965637
