idx,_id,file,lineNumber,_label,code,P
0,0,app/main3.c,2,BLOCK,#include <stdio.h>,0.5186499953269958
1,1,app/main3.c,3,BLOCK,#include <stdlib.h>,0.46062421798706055
2,2,app/main3.c,4,BLOCK,#include <string.h>,0.46872037649154663
3,3,app/main3.c,6,BLOCK,char* normalize_stage(char* in);,0.44564056396484375
4,4,app/main3.c,7,BLOCK,char* chain_stage(char* in);,0.4377051591873169
5,5,app/main3.c,8,BLOCK,void final_execute(char* cmd);,0.44443756341934204
6,6,app/main3.c,10,BLOCK,"int main(int argc, char** argv) {",0.5100163817405701
7,7,app/main3.c,11,BLOCK,char buf[256];,0.5023324489593506
8,8,app/main3.c,12,BLOCK,size_t len;,0.5264710187911987
9,9,app/main3.c,13,CALL,if (argc > 1) {,0.47159552574157715
10,10,app/main3.c,14,BLOCK,len = strlen(argv[1]);,0.5371174812316895
11,11,app/main3.c,15,CALL,if (len > sizeof(buf) - 1) {,0.4766875207424164
12,12,app/main3.c,16,BLOCK,len = sizeof(buf) - 1;,0.5883568525314331
13,13,app/main3.c,17,BLOCK,},0.511294960975647
14,14,app/main3.c,18,CALL,"memset(buf, 0, sizeof(buf));",0.46240630745887756
15,15,app/main3.c,19,CALL,"strncpy(buf, argv[1], len);",0.4630264341831207
16,16,app/main3.c,20,BLOCK,buf[len] = '\0';,0.5659414529800415
17,17,app/main3.c,21,BLOCK,char* s1 = normalize_stage(buf);,0.5365994572639465
18,18,app/main3.c,22,BLOCK,char* s2 = chain_stage(s1);,0.5392787456512451
19,19,app/main3.c,23,CALL,final_execute(s2);,0.4508548080921173
20,20,app/main3.c,24,BLOCK,},0.4091244041919708
21,21,app/main3.c,25,BLOCK,return 0;,0.5069494843482971
22,22,app/main3.c,26,BLOCK,},0.5240979194641113
23,23,lib/normalize3.c,2,BLOCK,#include <stdio.h>,0.5248491168022156
24,24,lib/normalize3.c,3,BLOCK,#include <stdlib.h>,0.46308597922325134
25,25,lib/normalize3.c,4,BLOCK,#include <string.h>,0.5420913100242615
26,26,lib/normalize3.c,6,BLOCK,static char norm_buf1[256];,0.5331080555915833
27,27,lib/normalize3.c,7,BLOCK,static char norm_buf2[256];,0.5224925875663757
28,28,lib/normalize3.c,8,BLOCK,static char norm_buf3[256];,0.44587442278862
29,29,lib/normalize3.c,10,BLOCK,static char* trim_leading(char* in) {,0.4946310222148895
30,30,lib/normalize3.c,11,BLOCK,size_t i = 0;,0.5005512237548828
31,31,lib/normalize3.c,12,BLOCK,size_t j = 0;,0.5520201921463013
32,32,lib/normalize3.c,13,CALL,while (in[i] == ' ' || in[i] == '\t') {,0.4170306324958801
33,33,lib/normalize3.c,14,BLOCK,i++;,0.5279030203819275
34,34,lib/normalize3.c,15,BLOCK,},0.590106725692749
35,35,lib/normalize3.c,16,CALL,while (in[i] != '\0' && j < sizeof(norm_buf1) - 1) {,0.36482155323028564
36,36,lib/normalize3.c,17,BLOCK,norm_buf1[j] = in[i];,0.5875888466835022
37,37,lib/normalize3.c,18,BLOCK,i++;,0.5215173363685608
38,38,lib/normalize3.c,19,BLOCK,j++;,0.5957791209220886
39,39,lib/normalize3.c,20,BLOCK,},0.49483025074005127
40,40,lib/normalize3.c,21,BLOCK,norm_buf1[j] = '\0';,0.5551828145980835
