idx,_id,file,lineNumber,_label,code,P
0,0,app/main3.c,2,BLOCK,#include <stdio.h>,0.4794551134109497
1,1,app/main3.c,3,BLOCK,#include <stdlib.h>,0.46113458275794983
2,2,app/main3.c,4,BLOCK,#include <string.h>,0.43668273091316223
3,3,app/main3.c,6,BLOCK,char* normalize_stage(char* in);,0.43726858496665955
4,4,app/main3.c,7,BLOCK,char* chain_stage(char* in);,0.4728580713272095
5,5,app/main3.c,8,BLOCK,void final_execute(char* cmd);,0.4698117971420288
6,6,app/main3.c,10,BLOCK,"int main(int argc, char** argv) {",0.472580224275589
7,7,app/main3.c,11,BLOCK,char buf[256];,0.4680182933807373
8,8,app/main3.c,12,BLOCK,size_t len;,0.4317314624786377
9,9,app/main3.c,13,CALL,if (argc > 1) {,0.41092413663864136
10,10,app/main3.c,14,BLOCK,len = strlen(argv[1]);,0.5167284607887268
11,11,app/main3.c,15,CALL,if (len > sizeof(buf) - 1) {,0.4358435273170471
12,12,app/main3.c,16,BLOCK,len = sizeof(buf) - 1;,0.4935359060764313
13,13,app/main3.c,17,BLOCK,},0.4595887064933777
14,14,app/main3.c,18,CALL,"memset(buf, 0, sizeof(buf));",0.43164563179016113
15,15,app/main3.c,19,CALL,"strncpy(buf, argv[1], len);",0.42690229415893555
16,16,app/main3.c,20,BLOCK,buf[len] = '\0';,0.5098815560340881
17,17,app/main3.c,21,BLOCK,char* s1 = normalize_stage(buf);,0.4988104999065399
18,18,app/main3.c,22,BLOCK,char* s2 = chain_stage(s1);,0.45893391966819763
19,19,app/main3.c,23,CALL,final_execute(s2);,0.4349610209465027
20,20,app/main3.c,24,BLOCK,},0.4291987121105194
21,21,app/main3.c,25,BLOCK,return 0;,0.4666053056716919
22,22,app/main3.c,26,BLOCK,},0.44176599383354187
23,23,lib/normalize3.c,2,BLOCK,#include <stdio.h>,0.4816075265407562
24,24,lib/normalize3.c,3,BLOCK,#include <stdlib.h>,0.45955052971839905
25,25,lib/normalize3.c,4,BLOCK,#include <string.h>,0.45028409361839294
26,26,lib/normalize3.c,6,BLOCK,static char norm_buf1[256];,0.4246268570423126
27,27,lib/normalize3.c,7,BLOCK,static char norm_buf2[256];,0.43886440992355347
28,28,lib/normalize3.c,8,BLOCK,static char norm_buf3[256];,0.40073904395103455
29,29,lib/normalize3.c,10,BLOCK,static char* trim_leading(char* in) {,0.426427960395813
30,30,lib/normalize3.c,11,BLOCK,size_t i = 0;,0.47965314984321594
31,31,lib/normalize3.c,12,BLOCK,size_t j = 0;,0.5281247496604919
32,32,lib/normalize3.c,13,CALL,while (in[i] == ' ' || in[i] == '\t') {,0.4467841386795044
33,33,lib/normalize3.c,14,BLOCK,i++;,0.5494322180747986
34,34,lib/normalize3.c,15,BLOCK,},0.48483312129974365
35,35,lib/normalize3.c,16,CALL,while (in[i] != '\0' && j < sizeof(norm_buf1) - 1) {,0.43149250745773315
36,36,lib/normalize3.c,17,BLOCK,norm_buf1[j] = in[i];,0.5173811316490173
37,37,lib/normalize3.c,18,BLOCK,i++;,0.5477349162101746
38,38,lib/normalize3.c,19,BLOCK,j++;,0.49973753094673157
39,39,lib/normalize3.c,20,BLOCK,},0.49913597106933594
40,40,lib/normalize3.c,21,BLOCK,norm_buf1[j] = '\0';,0.4722650647163391
41,41,lib/normalize3.c,22,BLOCK,return norm_buf1;,0.44461268186569214
42,42,lib/normalize3.c,23,BLOCK,},0.4506661593914032
43,43,lib/normalize3.c,25,BLOCK,static char* trim_trailing(char* in) {,0.4327971339225769
44,44,lib/normalize3.c,26,BLOCK,size_t len = strlen(in);,0.4840938150882721
45,45,lib/normalize3.c,27,BLOCK,size_t end = len;,0.5100119709968567
46,46,lib/normalize3.c,28,CALL,while (end > 0 && (in[end - 1] == ' ' || in[end - 1] == '\t')) {,0.44288796186447144
47,47,lib/normalize3.c,29,BLOCK,end--;,0.5658460855484009
48,48,lib/normalize3.c,30,BLOCK,},0.4744963049888611
49,49,lib/normalize3.c,31,CALL,if (end >= sizeof(norm_buf2)) {,0.3978908956050873
50,50,lib/normalize3.c,32,BLOCK,end = sizeof(norm_buf2) - 1;,0.5321468114852905
51,51,lib/normalize3.c,33,BLOCK,},0.4677274823188782
